header,class,group,gene,mechanism
JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM,beta-lactam,VIM,VIM-30,NA
gi:505244441:ref:WP_015431543.1:|FEATURES|sul2|sulfonamide|sul2,sulfonamide,sul2,sul2,NA
gi:657632362:ref:WP_029442980.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:686153944:ref:WP_031786248.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:817112355:ref:WP_046485582.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
YP_001478502|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:896001511:ref:WP_049068193.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:486164692:ref:WP_001528167.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ZP_02827405|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr,multidrug,bicyclomycin-multidrug_efflux_protein_bcr,bicyclomycin-multidrug_efflux_protein_bcr,NA
AAX19285|FEATURES|vanX|glycopeptide|vanX,glycopeptide,vanX,vanX,NA
gi:486158681:ref:WP_001522354.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:695627534:ref:WP_032608952.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:496081331:ref:WP_008805838.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
CAF18336|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:516510995:ref:WP_017899433.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:657612583:ref:WP_029423669.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:446533259:ref:WP_000610605.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:827454454:ref:WP_047214530.1:|FEATURES|mecI|beta-lactam|mecI,beta-lactam,mecI,mecI,NA
gi:446657958:ref:WP_000735304.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:835455874:ref:WP_047511997.1:|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
gi:1005569798:ref:WP_061663162.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:1043941253:emb:SBY03087.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
HQ438058.1.gene1.p01|FEATURES|IMP-29|beta-lactam|IMP,beta-lactam,IMP,IMP-29,NA
ZP_04612440|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:823311139:ref:WP_047065623.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
FR848831.1.gene1.p01|FEATURES|TEM-184|beta-lactam|TEM,beta-lactam,TEM,TEM-184,NA
gi:1031814598:ref:WP_064143474.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:817604913:ref:WP_046598123.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:496670785:ref:WP_009313275.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
AF155139.2.gene2.p01|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:686194009:ref:WP_031805927.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:880936195:ref:WP_048682595.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:446964022:ref:WP_001041278.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:553762776:ref:WP_023095171.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:663286402:ref:WP_030292859.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:446866505:ref:WP_000943761.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AY485126.gene.p01|FEATURES|tetW|tetracycline|tetW,tetracycline,tetW,tetW,NA
gi:759584408:ref:WP_043303240.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
JN935137.1.gene1.p1|FEATURES|TEM-195|beta-lactam|TEM,beta-lactam,TEM,TEM-195,NA
gi:960315461:ref:WP_058222782.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:757693251:ref:WP_042923498.1:|FEATURES|rifampin_monooxygenase|rifamycin|rifampin_monooxygenase,rifamycin,rifampin_monooxygenase,rifampin_monooxygenase,NA
gi:857587769:emb:CRL59467.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
ZP_03381912|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:717496212:gb:AIW80382.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:489341268:ref:WP_003248442.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
ABB99435|FEATURES|OXA-1|beta-lactam|OXA,beta-lactam,OXA,OXA-1,NA
JQ808129.1.gene2.p01|FEATURES|rmtF|aminoglycoside|rmtF,aminoglycoside,rmtF,rmtF,NA
gi:1046630742:ref:WP_065696754.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:493203634:ref:WP_006191797.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:772670886:ref:WP_045285009.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:446360417:ref:WP_000438272.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:929531233:ref:WP_054071736.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:446966006:ref:WP_001043262.1:|FEATURES|sul2|sulfonamide|sul2,sulfonamide,sul2,sul2,NA
gi:556487374:ref:WP_023335107.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:485795421:ref:WP_001416883.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
ZP_04630103|FEATURES|rosB|fosmidomycin|rosB,fosmidomycin,rosB,rosB,NA
gi:692190978:ref:WP_032104760.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:966511896:ref:WP_058528450.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:516034967:ref:WP_017465550.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:490522515:ref:WP_004387938.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:649725715:gb:AIC64380.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:757611971:ref:WP_042856953.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:557415738:ref:WP_023417831.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
CAC85357|FEATURES|ACT-19|beta-lactam|ACT,beta-lactam,ACT,ACT-19,NA
gi:545268215:ref:WP_021558857.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
ACP19239|FEATURES|vanZ|glycopeptide|vanZ,glycopeptide,vanZ,vanZ,NA
gi:727676799:ref:WP_033826817.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
gi:552941641:ref:WP_023042748.1:|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
YP_002418004|FEATURES|tet34|tetracycline|tet34,tetracycline,tet34,tet34,NA
gi:939369456:ref:WP_054914207.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31,aminoglycoside,aac(6')-31,aac(6')-31,NA
NP_460125|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:1022680162:ref:WP_063435808.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:695257004:ref:WP_032488331.1:|FEATURES|ermX|MLS|ermX,MLS,ermX,ermX,NA
gi:1031624302:gb:ANG09531.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:485735303:ref:WP_001362592.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
GQ402541.1.gene1.p01|FEATURES|ampC|beta-lactam|ampC,beta-lactam,ampC,ampC,NA
gi:298501376:gb:ADI82848.1:|FEATURES|OXY-5|beta-lactam|OXY,beta-lactam,OXY,OXY-5,NA
gi:489824904:ref:WP_003728682.1:|FEATURES|norB|fluoroquinolone|norB,fluoroquinolone,norB,norB,NA
FJ666063.1.gene1.p1|FEATURES|BEL-2|beta-lactam|BEL,beta-lactam,BEL,BEL-2,NA
gi:486425021:ref:WP_001614493.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:730321347:ref:WP_033984356.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
NC_002516.2.882885.p01|FEATURES|oprN|multidrug|oprN,multidrug,oprN,oprN,NA
AF205943.1.gene15.p01|FEATURES|aadA|aminoglycoside|aadA,aminoglycoside,aadA,aadA,NA
A7ZMC9|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
AF043381.1.gene3.p01|FEATURES|OXA-19|beta-lactam|OXA,beta-lactam,OXA,OXA-19,NA
B7NJS0|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:487415514:ref:WP_001682922.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:717497988:gb:AIW80589.1:|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
gi:585349466:ref:WP_024231081.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:693067991:ref:WP_032233162.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:495067432:ref:WP_007792257.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:640727563:ref:WP_025150561.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:447077030:ref:WP_001154286.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
NP_745006|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:655997348:ref:WP_029038923.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:488118248:ref:WP_002189645.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:691013511:ref:WP_031975674.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
GQ140348.1.gene1.p01|FEATURES|KPC-10|beta-lactam|KPC,beta-lactam,KPC,KPC-10,NA
gi:501336220:ref:WP_012367855.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
ZP_03917649|FEATURES|ermX|MLS|ermX,MLS,ermX,ermX,NA
gi:487963543:ref:WP_002036787.1:|FEATURES|adeA|multidrug|adeA,multidrug,adeA,adeA,NA
gi:446360414:ref:WP_000438269.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:556481105:ref:WP_023332685.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:973367872:ref:WP_059111513.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:493862520:ref:WP_006809273.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
M23634.1.gene1.p1|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I,aminoglycoside,aac(6')-I,aac(6')-I,NA
gi:763477207:ref:WP_044305897.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:556289887:ref:WP_023291030.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
M58516.1.gene2.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase,phenicol,cat_chloramphenicol_acetyltransferase,cat_chloramphenicol_acetyltransferase,NA
gi:950181216:ref:WP_057228652.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31,aminoglycoside,aac(6')-31,aac(6')-31,NA
AM411407.1.gene1.p01|FEATURES|CTX-M-60|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-60,NA
gi:639824866:ref:WP_024748482.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:686127011:ref:WP_031771070.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:640235983:ref:WP_024832225.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
AAF72363|FEATURES|vanB|glycopeptide|vanB,glycopeptide,vanB,vanB,NA
gi:817601485:ref:WP_046595174.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:950280995:ref:WP_057316162.1:|FEATURES|mfpA|fluoroquinolone|mfpA,fluoroquinolone,mfpA,mfpA,NA
ZP_04113961|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:1031862522:ref:WP_064180366.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:981221320:ref:WP_059443281.1:|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
gi:685937745:ref:WP_031669776.1:|FEATURES|oprN|multidrug|oprN,multidrug,oprN,oprN,NA
Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA,aminoglycoside,kasugamycin_resistance_protein_ksgA,kasugamycin_resistance_protein_ksgA,NA
NC_011586.7043679.p01|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:487391228:ref:WP_001662551.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:486168428:ref:WP_001531742.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:32345908:gb:AAM97248.1:|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:515712732:ref:WP_017145332.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:502963983:ref:WP_013198959.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:723045187:ref:WP_033545482.1:|FEATURES|mdtB|multidrug|mdtB,multidrug,mdtB,mdtB,NA
gi:441475675:emb:CCQ25429.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:485790986:ref:WP_001412903.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
KC292503.1.gene5.p01|FEATURES|TEM-34|beta-lactam|TEM,beta-lactam,TEM,TEM-34,NA
CAO91626|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
gi:446633752:ref:WP_000711098.1:|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter,phenicol,chloramphenicol_exporter,chloramphenicol_exporter,NA
gi:785585209:ref:WP_045717936.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:730317264:ref:WP_033982913.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:693065220:ref:WP_032230971.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:935552646:ref:WP_054445817.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:446783055:ref:WP_000860311.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:895824744:ref:WP_048947239.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:641685979:emb:CDN83808.1:|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:730479876:ref:WP_034024589.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:779830451:ref:WP_045340730.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:930176934:ref:WP_054177682.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:585287613:ref:WP_024176068.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
AM850910.2.gene1.p01|FEATURES|LEN-20|beta-lactam|LEN,beta-lactam,LEN,LEN-20,NA
gi:447097679:ref:WP_001174935.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:815390615:emb:CDV58218.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:693190977:ref:WP_032314406.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
KF478993.1.gene8.p01|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:446657994:ref:WP_000735340.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
ABY55284|FEATURES|dfrA7|diaminopyrimidine|dfrA7,diaminopyrimidine,dfrA7,dfrA7,NA
gi:485771438:ref:WP_001395401.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:489831097:ref:WP_003734834.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB,unclassified,cystathionine_beta-lyase_patB,cystathionine_beta-lyase_patB,NA
gi:852042535:ref:WP_048267006.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
DQ888718.1.gene1.p01|FEATURES|OXA-99|beta-lactam|OXA,beta-lactam,OXA,OXA-99,NA
gi:498515087:ref:WP_010815294.1:|FEATURES|vanX|glycopeptide|vanX,glycopeptide,vanX,vanX,NA
AAY93315|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
B7LT82|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
NP_521874|FEATURES|mexC|multidrug|mexC,multidrug,mexC,mexC,NA
gi:647318711:ref:WP_025756035.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:475937711:gb:EMU05763.1:|FEATURES|mdfA|multidrug|mdfA,multidrug,mdfA,mdfA,NA
gi:545237503:ref:WP_021536627.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
NP_815953|FEATURES|vanW|glycopeptide|vanW,glycopeptide,vanW,vanW,NA
gi:447203852:ref:WP_001281108.1:|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:1031627449:gb:ANG11005.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
YP_210868|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:970307692:ref:WP_058677530.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
gi:446669128:ref:WP_000746474.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
YP_312344|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
DQ294299.gene.p01|FEATURES|tetW|tetracycline|tetW,tetracycline,tetW,tetW,NA
gi:487676134:ref:WP_001761182.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:445983947:ref:WP_000061802.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:943938624:ref:WP_055567802.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:896534839:ref:WP_049437516.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
CAO82104|FEATURES|qnrB|fluoroquinolone|qnrB,fluoroquinolone,qnrB,qnrB,NA
gi:485797225:ref:WP_001418483.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
ZP_03555962|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:518102918:ref:WP_019273126.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
YP_001778540|FEATURES|opcM|multidrug|opcM,multidrug,opcM,opcM,NA
ZP_02346647|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:488175608:ref:WP_002246816.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:515953299:ref:WP_017383882.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
gi:446082484:ref:WP_000160339.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:835794844:ref:WP_047660504.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:734870089:ref:WP_034119807.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:585209153:gb:EWM45333.1:|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:856831580:ref:WP_048339545.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:490226950:ref:WP_004125302.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
NC_007792.3912746.p01|FEATURES|ermC|MLS|ermC,MLS,ermC,ermC,NA
gi:485666986:ref:WP_001308215.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
AAB05246|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
gi:912742537:ref:WP_050255874.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
A1A9U9|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
CP001918.1.gene1661.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS,unclassified,DNA-binding_protein_H-NS,DNA-binding_protein_H-NS,NA
EF650035.1.gene1.p01|FEATURES|OXA-109|beta-lactam|OXA,beta-lactam,OXA,OXA-109,NA
YP_002271667|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
P07287|FEATURES|ermE|MLS|ermE,MLS,ermE,ermE,NA
gi:485924414:ref:WP_001491455.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:504415367:ref:WP_014602469.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:918624276:ref:WP_052524627.1:|FEATURES|erm(41)|MLS|erm(41),MLS,erm(41),erm(41),NA
gi:1016518362:ref:WP_063098100.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:691150289:ref:WP_032062473.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:447195835:ref:WP_001273091.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
ZP_03072121|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
AAC60781|FEATURES|rosA|fosmidomycin|rosA,fosmidomycin,rosA,rosA,NA
gi:553795210:ref:WP_023125876.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:872708836:ref:WP_048559684.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
ZP_03982909|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter,multidrug,major_facilitator_superfamily_transporter,major_facilitator_superfamily_transporter,NA
gi:446519905:ref:WP_000597251.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
ZP_03045710|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
AAL73823|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein,rifamycin,rifampin_resistance_protein,rifampin_resistance_protein,NA
JQ029959.1.gene1.p01|FEATURES|SHV-142|beta-lactam|SHV,beta-lactam,SHV,SHV-142,NA
AJ871873.1.gene1.p01|FEATURES|OXY-1|beta-lactam|OXY,beta-lactam,OXY,OXY-1,NA
gi:446519893:ref:WP_000597239.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:585366353:ref:WP_024247937.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:489180350:ref:WP_003089831.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:446993884:ref:WP_001071140.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:649725599:gb:AIC64322.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:1017156858:gb:KZE44965.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
YP_001886771|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:485706389:ref:WP_001339114.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
AY210887.1.gene1.p1|FEATURES|SHV-46|beta-lactam|SHV,beta-lactam,SHV,SHV-46,NA
NP_289632|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:1028097694:ref:WP_063854391.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
DQ143913.1.gene4.p01|FEATURES|VIM-12|beta-lactam|VIM,beta-lactam,VIM,VIM-12,NA
gi:490998774:ref:WP_004860497.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:554917939:ref:WP_023194007.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:895903124:ref:WP_049003730.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:717495702:gb:AIW80307.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:487969243:ref:WP_002042236.1:|FEATURES|mexB|multidrug|mexB,multidrug,mexB,mexB,NA
ZP_03105209|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:695758841:ref:WP_032682056.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
gi:486185707:ref:WP_001540759.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
AF101781.1.gene1.p01|FEATURES|PBP-1B|beta-lactam|PBP-1B,beta-lactam,PBP-1B,PBP-1B,NA
gi:488150900:ref:WP_002222108.1:|FEATURES|mtrE|multidrug|mtrE,multidrug,mtrE,mtrE,NA
Q45726|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
ZP_03916453|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:746561100:ref:WP_039591282.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
ZP_04637931|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:654551919:ref:WP_028019575.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:695701480:ref:WP_032638994.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
KC964871.1.gene1.p1|FEATURES|CTX-M-141|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-141,NA
gi:919893883:ref:WP_052903625.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:782676469:ref:WP_045601841.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
CP001918.1.gene2749.p01|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
KF513178.1.gene1.p1|FEATURES|SHV-173|beta-lactam|SHV,beta-lactam,SHV,SHV-173,NA
