header	amino_acid_length	nucleotide_length
K5C7Q2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A0N9LX21|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-12|antibiotic_inactivation|1	264	792
NP_756187|FEATURES|ARDB_deepARG|multidrug|mdtF|antibiotic_efflux|0	1037	3111
A0A0N0KYZ9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
A0A127SAW1|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-12|antibiotic_inactivation|1	261	783
C7IVG9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
G2DKI7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0S4I2Z3|FEATURES|UNIPROT_deepARG|polymyxin|arnC_3|antibiotic_target_alteration|0	338	1014
A0A0C3HT06|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0R2XSC3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	302	906
ZP_02371790|FEATURES|ARDB_deepARG|multidrug|CeoA|antibiotic_efflux|0	405	1215
D3Q8G8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	291	873
A0A0G1I8J6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	256	768
A0A127SFQ1|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
YP_185622|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	291	873
A0A089W1X3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
A0A0W0HIH3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
E0RE90|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
C2PQC4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
R5W6M8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	285	855
A1YJK6|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA21|antibiotic_inactivation|1	263	789
A0A0F5FVV3|FEATURES|UNIPROT_deepARG|aminoglycoside|VE25_06015|antibiotic_inactivation|0	152	456
A0A086MZZ5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	297	891
A0A0S3JHI2|FEATURES|UNIPROT_deepARG|beta_lactam|AO703_07405|antibiotic_inactivation|1	386	1158
A0A0S3BXC1|FEATURES|UNIPROT_deepARG|beta_lactam|ATN06_12140|antibiotic_inactivation|1	316	948
A0A124RDQ9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
A0A158BQK9|FEATURES|UNIPROT_deepARG|beta_lactam|AWB75_03765|antibiotic_inactivation|1	387	1161
AAY54279|FEATURES|ARDB_deepARG|tetracycline|tetO|antibiotic_target_protection|1	639	1917
A0A0Q3M9A2|FEATURES|UNIPROT_deepARG|aminoglycoside|ARD30_01020|antibiotic_inactivation|0	158	474
AAP83161|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|mefA|antibiotic_efflux|1	405	1215
C4K4T3|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	328	984
YP_002043045|FEATURES|ARDB_deepARG|multidrug|EmrD|antibiotic_efflux|0	394	1182
A0A0N0XGS3|FEATURES|UNIPROT_deepARG|bacitracin|uppP_2|antibiotic_target_alteration|0	276	828
A0A0Q4N7X4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0N0Z967|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
YP_001844878|FEATURES|ARDB_deepARG|beta_lactam|oprD|resistance_by_absence|0	469	1407
C7MP69|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	302	906
ZP_04114929|FEATURES|ARDB_deepARG|beta_lactam|BcI|antibiotic_inactivation|1	312	936
A0A0D7XLE6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	295	885
A0A0X8JX91|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
A0A017IJD5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
NP_706765|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
ZP_03958019|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	317	951
YP_001175678|FEATURES|ARDB_deepARG|multidrug|acrA|antibiotic_efflux|0	397	1191
A0A0U5J5A0|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	286	858
ZP_01363330|FEATURES|ARDB_deepARG|multidrug|mexB|antibiotic_efflux|0	1033	3099
J2WV54|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
A0A147H1W6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
D6CPG9|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	282	846
A0A0Q6FTM6|FEATURES|UNIPROT_deepARG|chloramphenicol|ASG53_08300|antibiotic_inactivation|0	217	651
W4BB43|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
J1YWG2|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
Q307S8|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA2|antibiotic_inactivation|1	263	789
YP_254125|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	291	873
AAF72358.1|FEATURES|ARDB_deepARG|glycopeptide|vanRB|antibiotic_target_alteration|1	220	660
F5JFR2|FEATURES|UNIPROT_deepARG|aminoglycoside|AGRO_4010|antibiotic_inactivation|0	155	465
A0A0N0EWA9|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
ZP_03223548|FEATURES|ARDB_deepARG|tetracycline|tetO|antibiotic_target_protection|1	639	1917
A0A061SVJ6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0R1L633|FEATURES|UNIPROT_deepARG|chloramphenicol|FC88_GL001386|antibiotic_inactivation|0	181	543
C2NHL6|FEATURES|UNIPROT_deepARG|chloramphenicol|bcere0004_21800|antibiotic_inactivation|1	216	648
Q104Z1|FEATURES|UNIPROT_deepARG|beta_lactam|bla(ampc-EC9)|antibiotic_inactivation|1	377	1131
A0A0M8UJR9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	308	924
A0A0R1VSD8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
ZP_03027239|FEATURES|ARDB_deepARG|multidrug|Bcr|antibiotic_efflux|0	396	1188
B3H155|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	675	2025
A0A0J7GMR6|FEATURES|UNIPROT_deepARG|beta_lactam|TU58_23735|antibiotic_inactivation|1	257	771
YP_001455919|FEATURES|ARDB_deepARG|multidrug|TolC|antibiotic_efflux|0	489	1467
A0A0G3B301|FEATURES|UNIPROT_deepARG|aminoglycoside|Ant2Ia|antibiotic_inactivation|1	259	777
L2W248|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
A0A0Q0AR98|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0T9UL33|FEATURES|UNIPROT_deepARG|polymyxin|pmrF_2|antibiotic_target_alteration|0	327	981
A0A0E0V3D0|FEATURES|UNIPROT_deepARG|multidrug|mdtG|antibiotic_efflux|0	408	1224
L0BD43|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-97|antibiotic_inactivation|1	381	1143
AAT34976|FEATURES|ARDB_deepARG|aminoglycoside|str|antibiotic_inactivation|1	282	846
J8ZVZ7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0H3NU73|FEATURES|UNIPROT_deepARG|beta_lactam|Y11_12651|antibiotic_inactivation|1	388	1164
R6UKJ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
BAB37816|FEATURES|ARDB_deepARG|multidrug|mdtE|antibiotic_efflux|0	385	1155
D2T2T5|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	273	819
ZP_03838614|FEATURES|ARDB_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	272	816
A0A0U2WDM4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A072D9H3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
ZP_03065589|FEATURES|ARDB_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
K4ZGC4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	252	756
P18251|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-14|antibiotic_inactivation|1	286	858
A0A0H3J0T0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
A0A071LXK7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
F3MDY6|FEATURES|UNIPROT_deepARG|chloramphenicol|HMPREF9412_0771|antibiotic_inactivation|1	217	651
T2D1I8|FEATURES|UNIPROT_deepARG|beta_lactam|ADC-2|antibiotic_inactivation|1	315	945
AAM48122|FEATURES|ARDB_deepARG|beta_lactam|CfxA2|antibiotic_inactivation|1	321	963
K8ZMQ4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
NP_745006|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	277	831
A0A100YEA2|FEATURES|UNIPROT_deepARG|beta_lactam|M2E15_0562|antibiotic_inactivation|1	264	792
A0A0Q7AW68|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	337	1011
I2NXD0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	645	1935
ZP_02655873|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
A0A127SQ00|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	327	981
A0A0F7Y0T8|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	379	1137
X5ZXE4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0T9MAQ1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
C2MKR8|FEATURES|UNIPROT_deepARG|chloramphenicol|bcere0001_21780|antibiotic_inactivation|1	216	648
A0A0N7AFF3|FEATURES|UNIPROT_deepARG|beta_lactam|blaCphA|antibiotic_inactivation|1	209	627
U2MXZ1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
A9VRT9|FEATURES|ARDB_deepARG|fosfomycin|FosB|antibiotic_inactivation|1	138	414
A4YA86|FEATURES|UNIPROT_deepARG|beta_lactam|Sputcn32_3157|antibiotic_inactivation|1	270	810
A0A0N9W9H7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	386	1158
F0JR85|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	273	819
Q58G67|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	361	1083
A0A0J7ESY0|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
A0A0J7CWQ7|FEATURES|UNIPROT_deepARG|beta_lactam|TU62_31225|antibiotic_inactivation|1	311	933
A0A0A0YZY5|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA2|antibiotic_inactivation|1	259	777
A0A139D818|FEATURES|UNIPROT_deepARG|aminoglycoside|mprF|antibiotic_target_alteration|0	353	1059
A0A060LRK5|FEATURES|UNIPROT_deepARG|chloramphenicol|BleG1_0189|antibiotic_inactivation|1	216	648
A0A128EF41|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	258	774
A0A0Q6S2S5|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	382	1146
A9M2I7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
C0FNG1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	287	861
A0A0U1YUC2|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	248	744
A0A0Q9EYM2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
K5YNN3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
I0DH95|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-14|antibiotic_inactivation|1	291	873
E5B1I1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	410	1230
A0A124EE99|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0F5K2S9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	308	924
A0A127T3S6|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	339	1017
R8CHU3|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
CAJ77891|FEATURES|ARDB_deepARG|trimethoprim|dfrA5|antibiotic_target_replacement|1	152	456
YP_001569731|FEATURES|ARDB_deepARG|multidrug|Bcr|antibiotic_efflux|0	396	1188
A0A0F7CIS0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
YP_002385941|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0	1049	3147
A0A0P9YNP6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	669	2007
A0A090U8S4|FEATURES|UNIPROT_deepARG|beta_lactam|CIFAM_04_03080|antibiotic_inactivation|1	294	882
D4C360|FEATURES|UNIPROT_deepARG|chloramphenicol|PROVRETT_09033|antibiotic_inactivation|1	213	639
A0A0G3QD89|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A081MH11|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
D4YEG5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0K1DN66|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	384	1152
J7K749|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	275	825
A0A0M3DUB5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
L7V6E6|FEATURES|UNIPROT_deepARG|beta_lactam|MULP_01828|antibiotic_inactivation|1	402	1206
ZP_04677702|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	290	870
A0A0S2AWM7|FEATURES|UNIPROT_deepARG|beta_lactam|blaGES16-like|antibiotic_inactivation|1	281	843
A0A0G1UVV6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	250	750
A0A076LST7|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	272	816
I6S3T9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0N0TPG6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	297	891
D4F3Y0|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	326	978
A0A0F7XY02|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB1|antibiotic_efflux|0	665	1995
A0A0A0QAU6|FEATURES|UNIPROT_deepARG|beta_lactam|PDC-3|antibiotic_inactivation|1	397	1191
AAT45026|FEATURES|ARDB_deepARG|beta_lactam|CTX-M-14|antibiotic_inactivation|1	291	873
J8R5V4|FEATURES|UNIPROT_deepARG|beta_lactam|ICG_02197|antibiotic_inactivation|1	259	777
A0A0L8ARZ8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
YP_001570595|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0	457	1371
A0A031FMV0|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	343	1029
A0A0H3MX55|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	278	834
CAR56417|FEATURES|ARDB_deepARG|multidrug|CeoA|antibiotic_efflux|0	405	1215
AAK58493.1|FEATURES|ARDB_deepARG|glycopeptide|VanSC3|antibiotic_target_alteration|1	352	1056
A0A0E3U8Y3|FEATURES|UNIPROT_deepARG|aminoglycoside|MB84_23135|antibiotic_inactivation|0	158	474
A0A158DUS2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A6YRS6|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_cmy2|antibiotic_inactivation|1	338	1014
Q737V7|FEATURES|UNIPROT_deepARG|beta_lactam|BCE_2539|antibiotic_inactivation|1	301	903
A0A089J800|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
ZP_04209720|FEATURES|ARDB_deepARG|beta_lactam|BcI|antibiotic_inactivation|1	323	969
A0A0F5HLM8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
J7VX11|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
CAB63489|FEATURES|ARDB_deepARG|beta_lactam|BL3_l|antibiotic_inactivation|1	290	870
A0A062Y416|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
R5PBR5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
YP_001668663|FEATURES|ARDB_deepARG|multidrug|MexD|antibiotic_efflux|0	1043	3129
A0A119MV15|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
ACB19530|FEATURES|ARDB_deepARG|multidrug|Bcr|antibiotic_efflux|0	396	1188
K2NBR5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A150B9E0|FEATURES|UNIPROT_deepARG|beta_lactam|AT267_09870|antibiotic_inactivation|1	295	885
CAB61231|FEATURES|ARDB_deepARG|glycopeptide|vanXA|antibiotic_target_alteration|1	202	606
K8R7N2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	387	1161
A0A069PAG7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
N9ESN3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
AAF71279|FEATURES|ARDB_deepARG|glycopeptide|vanYG1|antibiotic_target_alteration|1	278	834
R4S350|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-11|antibiotic_inactivation|1	286	858
A0A0K9YPD6|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1	344	1032
M1MM88|FEATURES|UNIPROT_deepARG|multidrug|rlmN2|antibiotic_target_alteration|1	344	1032
A0A0P9Z8B5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	653	1959
A0A142F7T1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A0B1Y1J3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
A0A060KZY0|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
N2JKN9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
A0A064DQ14|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A0J6I6M0|FEATURES|UNIPROT_deepARG|glycopeptide|arnD|antibiotic_efflux|0	294	882
A7VSM3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	288	864
ZP_02889084|FEATURES|ARDB_deepARG|multidrug|CeoA|antibiotic_efflux|0	405	1215
E1HXX3|FEATURES|UNIPROT_deepARG|beta_lactam|HMPREF9535_00934|antibiotic_inactivation|1	386	1158
ZP_03034063|FEATURES|ARDB_deepARG|multidrug|tolC|antibiotic_efflux|0	493	1479
A0A0F5B894|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A127SUG7|FEATURES|UNIPROT_deepARG|beta_lactam|CblA-1|antibiotic_inactivation|1	304	912
AAZ98840|FEATURES|ARDB_deepARG|glycopeptide|VanXD|antibiotic_target_alteration|1	203	609
ABX00596|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|LmrA|antibiotic_efflux|0	484	1452
U5N8G8|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	278	834
J3GXJ7|FEATURES|UNIPROT_deepARG|aminoglycoside|PMI33_05772|antibiotic_inactivation|0	148	444
A0A0Q5W995|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
N9P3H3|FEATURES|UNIPROT_deepARG|aminoglycoside|F895_03213|antibiotic_inactivation|1	146	438
A0A0A7HF66|FEATURES|UNIPROT_deepARG|beta_lactam|bla-TEM|antibiotic_inactivation|1	243	729
CAC44638|FEATURES|ARDB_deepARG|tetracycline|tetA|antibiotic_efflux|1	401	1203
A0A060KZ97|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
ZP_03027991|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
A0A127SEL6|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-12|antibiotic_inactivation|1	264	792
C0DYD3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
I6SR65|FEATURES|UNIPROT_deepARG|beta_lactam|blaADC-63|antibiotic_inactivation|1	383	1149
A0A0X1SXT9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
A0A0M0XDV3|FEATURES|UNIPROT_deepARG|aminoglycoside|aphA6|antibiotic_inactivation|1	259	777
A0A0Q0SPA8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A088WZ63|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
B2RI95|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
A0A0M8RGF8|FEATURES|UNIPROT_deepARG|beta_lactam|ADK70_19205|antibiotic_inactivation|1	311	933
ZP_03030905|FEATURES|ARDB_deepARG|kasugamycin|KsgA|antibiotic_target_alteration|0	273	819
R9C4H4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
F7JPC5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0S2EIS9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
G2ILK9|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	267	801
A0A0A3W5I2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
H8GYX8|FEATURES|UNIPROT_deepARG|bacitracin|upk|antibiotic_target_alteration|0	274	822
A0A0G1RYX7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	258	774
A0A0T5XRG9|FEATURES|UNIPROT_deepARG|multidrug|mdtG|antibiotic_efflux|0	411	1233
D7B661|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	299	897
S5N8A9|FEATURES|UNIPROT_deepARG|aminoglycoside|A464_1655|antibiotic_inactivation|0	145	435
A0A0N8QTP2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
BAH62099|FEATURES|ARDB_deepARG|multidrug|AcrA|antibiotic_efflux|0	397	1191
N6V6I0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
1VIE|FEATURES|ARDB_deepARG|trimethoprim|dfrB1|antibiotic_target_replacement|1	62	186
R8Z908|FEATURES|UNIPROT_deepARG|multidrug|mdtG|antibiotic_efflux|0	408	1224
A0A0U4C382|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0C2UIN6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
A0A0Q3TKD2|FEATURES|UNIPROT_deepARG|chloramphenicol|AN964_13675|antibiotic_inactivation|1	216	648
A0A136DDZ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0Q0W930|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
K9L6R0|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-6|antibiotic_inactivation|1	409	1227
YP_002806550|FEATURES|ARDB_deepARG|multidrug|MdtM|antibiotic_efflux|0	410	1230
V8QNF1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	387	1161
A0A0Q6NSH9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0B0HXC9|FEATURES|UNIPROT_deepARG|bacitracin|uppP_2|antibiotic_target_alteration|0	278	834
A0A0I9QPZ6|FEATURES|UNIPROT_deepARG|beta_lactam|CARB-21|antibiotic_inactivation|1	283	849
F0S1U4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	255	765
A0A0E9B678|FEATURES|UNIPROT_deepARG|beta_lactam|BN1182_AZ_01360|antibiotic_inactivation|1	293	879
A0A0B5S7H4|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	296	888
S4CWC4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
BAD07295|FEATURES|ARDB_deepARG|trimethoprim|dfrA17|antibiotic_target_replacement|1	182	546
A0A0D0P6P8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
